Year Phase,Typical Months,Role,Role Key,Workspace,Section,Feature,Feature Key,Data Scope,Tier,Built,Screen,When Used,Depends On,Feeds Into,Acts Before (role),Hands Off To (role),Approved By,Notifies,Handoff Chain,Also Held By,What The User Does
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Driver & Attendant Profiles,institution_admin.transport.driver_attendant_profiles,campus,core,yes,TransportOffice,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,"Store driver licenses, police verification docs, phone numbers, and assigned bus routes."
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Driver Sobriety & Safety Checklist,institution_admin.transport.driver_sobriety_safety_checklist,campus,optional,yes,TransportOffice,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,Require drivers to complete pre-trip safety checklists and breathalyzer checks before starting.
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Drivers & attendants,institution_admin.transport.drivers_attendants,campus,core,yes,TransportOffice,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,"Who drives what, with licence expiry and background verification."
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Fuel Sensor & Mileage Telematics,institution_admin.transport.fuel_sensor_mileage_telematics,campus,optional,no,,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,Integrate digital fuel tank sensors to detect fuel theft and track real-time bus mileage.
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Geo-fenced Bus Stop Alerts,institution_admin.transport.geo_fenced_bus_stop_alerts,campus,advanced,yes,StopAlerts,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,Trigger automated proximity SMS/Push notifications to parents 5 minutes before bus arrives.
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Live vehicle tracking,institution_admin.transport.live_vehicle_tracking,campus,core,yes,LiveVehicleMap,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,"Where every bus is now, against the route it should be running."
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Real-time Vehicle Tracking (VTS),institution_admin.transport.real_time_vehicle_tracking_vts,campus,core,yes,LiveVehicleMap,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,"View live GPS map of moving school buses, current speed, route adherence, and delay alerts."
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Route & Pickup Stop Mapping,institution_admin.transport.route_pickup_stop_mapping,campus,core,yes,Transport,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,"Define bus routes, pick-up/drop-off stop locations, timings, and map associated transport fees."
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Route Distance Fee Slabs,institution_admin.transport.route_distance_fee_slabs,campus,core,yes,Transport,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Accounts & Finance (raises),Parent (pays),Institution Admin approves the structure,Parent on dues (fee),Structure approved -> invoices raised -> parent pays -> receipt -> arrears chased,,Define transport fee slabs by route distance and auto-apply them to the student's fee structure.
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Route attendance,institution_admin.transport.route_attendance,campus,core,yes,TransportOffice,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Faculty (marks the register),"Parent, HR, Compliance",,Parent on absence (absence_alert),Faculty marks -> parent alerted if absent -> report card line and statutory return,,"Boarding and alighting scans for each route, morning and afternoon."
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Routes & stops,institution_admin.transport.routes_stops,campus,core,yes,Transport,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,"Route definitions, the stops on each and the timing between them."
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Seatbelt & CCTV Video Streaming,institution_admin.transport.seatbelt_cctv_video_streaming,campus,optional,no,,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,Stream live in-bus CCTV video feeds to transport admin dashboards for safety monitoring.
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Student Route Assignment,institution_admin.transport.student_route_assignment,campus,core,yes,TransportOffice,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,Assign students to specific bus routes and pick-up stops with automated fee mapping.
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Student allocation,institution_admin.transport.student_allocation,campus,core,yes,TransportOffice,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,"Which child boards at which stop on which route, and the fee slab that implies."
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Transport Attendance Scans,institution_admin.transport.transport_attendance_scans,campus,core,yes,TransportOffice,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Faculty (marks the register),"Parent, HR, Compliance",,Parent on absence (absence_alert),Faculty marks -> parent alerted if absent -> report card line and statutory return,,Scan student RFID tags as they step on and off the bus to confirm safe transit.
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Vehicle Fuel & Maintenance Log,institution_admin.transport.vehicle_fuel_maintenance_log,campus,core,yes,TransportOffice,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,"Track fuel purchases, mileage performance, routine servicing, and repair expense logs."
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Vehicle Master Registry,institution_admin.transport.vehicle_master_registry,campus,core,yes,Transport,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,"Maintain bus details, registration numbers, seating capacity, insurance expiry, and fitness certs."
10 Operations,Apr-Mar,Institution Admin / Principal,institution_admin,Operations,Transport,Vehicles,institution_admin.transport.vehicles,campus,core,yes,Transport,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,"The vehicle register: registration, capacity, permit, insurance and fitness expiry."
10 Operations,Apr-Mar,Parent / Guardian,parent,Transport,Alerts & Preferences,Parent App Live Bus Tracking Refresh Rate Customizer,parent.alerts_preferences.parent_app_live_bus_tracking_refresh_rate_customizer,children,optional,yes,BusRefreshRate,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations staff,Parent and Accounts,Institution Admin,None,Facility recorded -> student allocated -> fee head -> parent billed,,"Select bus GPS map refresh frequency (e.g., 5 seconds vs 15 seconds) to save mobile battery."
10 Operations,Apr-Mar,Parent / Guardian,parent,Transport,Alerts & Preferences,Parent Bus Proximity Radius Customizer,parent.alerts_preferences.parent_bus_proximity_radius_customizer,children,optional,yes,BusProximityAlert,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations staff,Parent and Accounts,Institution Admin,None,Facility recorded -> student allocated -> fee head -> parent billed,,"Allow parents to set custom distance alerts (e.g., alert me when bus is 1 km or 500m away)."
10 Operations,Apr-Mar,Parent / Guardian,parent,Transport,My Child's Bus,Live Bus Tracking Map,parent.my_childs_bus.live_bus_tracking_map,children,core,yes,ChildBus,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations staff,Parent and Accounts,Institution Admin,None,Facility recorded -> student allocated -> fee head -> parent billed,,View real-time movement of child's bus on an interactive map with estimated time of arrival.
10 Operations,Apr-Mar,Parent / Guardian,parent,Transport,My Child's Bus,School Transport Driver Call Button,parent.my_childs_bus.school_transport_driver_call_button,children,core,yes,DriverCall,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,Direct masked call connection to bus attendant/driver during bus transit hours.
10 Operations,Apr-Mar,Parent / Guardian,parent,Transport,My Child's Bus,Transport snapshot,parent.my_childs_bus.transport_snapshot,children,core,yes,TransportSnapshot,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations (routes and stops),Parent and Accounts,,None,Route built -> student allocated -> transport fee head -> parent billed,,Bus route/stop/tracking only when transport module is enabled.
10 Operations,Apr-Mar,Super Admin,super_admin,Platform Setup,Operations,System Health & Integration Alerts,super_admin.operations.system_health_integration_alerts,platform,core,yes,Jobs,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Operations staff,Parent and Accounts,Institution Admin,None,Facility recorded -> student allocated -> fee head -> parent billed,,"Monitor failed Webhooks, payment gateway time-outs, SMS delivery failures, and API errors."
11 Pastoral,Apr-Mar,HR & Payroll,hr,People,Welfare,Staff Birthday & Anniversary Alerts,hr.welfare.staff_birthday_anniversary_alerts,institution,optional,yes,Welfare,"Continuous, as needed",Enrolment and teaching scope,"Remarks to families, support plans, the conduct line on a report card",Faculty,Parent and Institution Admin,,Parent (student_remark),Observed -> recorded -> family told -> support plan where needed,,Trigger automated birthday and work anniversary greetings across app and staff wall.
11 Pastoral,Apr-Mar,HR & Payroll,hr,People,Welfare,Staff Grievance Cell,hr.welfare.staff_grievance_cell,institution,advanced,yes,Welfare,"Continuous, as needed",Enrolment and teaching scope,"Remarks to families, support plans, the conduct line on a report card",Faculty,Parent and Institution Admin,,Parent (student_remark),Observed -> recorded -> family told -> support plan where needed,,Confidential ticketing channel for staff members to report workplace issues to management.
11 Pastoral,Apr-Mar,HR & Payroll,hr,People,Welfare,Staff Recognition & Wall,hr.welfare.staff_recognition_wall,institution,optional,yes,Welfare,"Continuous, as needed",Enrolment and teaching scope,"Remarks to families, support plans, the conduct line on a report card",Faculty,Parent and Institution Admin,,Parent (student_remark),Observed -> recorded -> family told -> support plan where needed,,"Broadcast 'Teacher of the Month' awards, peer praises, and school achievements."
11 Pastoral,Apr-Mar,Seller Admin,seller_admin,Support,Support,Impersonation & Audit,seller_admin.support.impersonation_audit,platform,core,yes,Impersonation,"Continuous, as needed",Enrolment and teaching scope,"Remarks to families, support plans, the conduct line on a report card",Faculty,Parent and Institution Admin,,Parent (student_remark),Observed -> recorded -> family told -> support plan where needed,,"Act as a school's administrator to reproduce a fault, with every such session recorded and visible to that school."
11 Pastoral,Apr-Mar,Seller Admin,seller_admin,Support,Support,Support Tickets,seller_admin.support.support_tickets,platform,core,yes,SupportTickets,"Continuous, as needed",Enrolment and teaching scope,"Remarks to families, support plans, the conduct line on a report card",Faculty,Parent and Institution Admin,,Parent (student_remark),Observed -> recorded -> family told -> support plan where needed,,"Tickets raised by schools, with the tenant, severity, owner and time open."
12 Year end,Mar-Apr,Admissions & Front Office,admissions,Admissions,Admissions,Transfer Certificate Intake,admissions.admissions.transfer_certificate_intake,institution,core,yes,Applications,"Results, promotion, transfer certificates and rollover into the next year",Examination results and fee clearance,"Next year's enrolment, the transfer certificate, the alumni record",Admissions & Front Office,Accounts (invoices) and Faculty (teaches),Institution Admin,None,Enquiry -> application -> admitted -> enrolled -> invoiced -> on a register,,"Record the previous school's TC number, board and issue date, and verify against the prior UDISE record."
12 Year end,Mar-Apr,HR & Payroll,hr,Employees,Verification,Medical Fitness Certificate Registry,hr.verification.medical_fitness_certificate_registry,institution,advanced,yes,ServiceRecords,"Results, promotion, transfer certificates and rollover into the next year",Examination results and fee clearance,"Next year's enrolment, the transfer certificate, the alumni record",Institution Admin / Front Office,Parent (receives it),Institution Admin,None,Dues cleared -> TC generated from a snapshot -> issued to the family,,"Track mandatory annual medical fitness clearances for food handlers, bus drivers, and nannies."
12 Year end,Mar-Apr,Institution Admin / Principal,institution_admin,Students,Students,Class & Section Promotion,institution_admin.students.class_section_promotion,institution,core,yes,Promotion,"Results, promotion, transfer certificates and rollover into the next year",Examination results and fee clearance,"Next year's enrolment, the transfer certificate, the alumni record",Class teacher / Institution Admin,Next year's enrolment,Institution Admin,None,Results -> promotion decision -> new enrolment -> old one closed with history kept,,"Bulk promote students to higher academic years, manage retentions, and section shuffling."
12 Year end,Mar-Apr,Student,student,School,Alumni,Alumni Job & Internship Board,student.alumni.alumni_job_internship_board,self,optional,yes,AlumniJobs,"Results, promotion, transfer certificates and rollover into the next year",Examination results and fee clearance,"Next year's enrolment, the transfer certificate, the alumni record",Class teacher / Institution Admin,"Next year, and the family",Institution Admin,None,Results -> promotion -> dues cleared -> certificate -> next year's enrolment,,Senior students access exclusive internship and entry-level job posts shared by alumni network.
12 Year end,Mar-Apr,Student,student,School,Alumni,Alumni Network Registration,student.alumni.alumni_network_registration,self,optional,yes,AlumniNetwork,"Results, promotion, transfer certificates and rollover into the next year",Examination results and fee clearance,"Next year's enrolment, the transfer certificate, the alumni record",Class teacher / Institution Admin,"Next year, and the family",Institution Admin,None,Results -> promotion -> dues cleared -> certificate -> next year's enrolment,,Register for the official school alumni network upon passing out to stay connected with batchmates.
13 Compliance,Apr-Mar,HR & Payroll,hr,Employees,Onboarding & Exit,Staff Exit Interview Management,hr.onboarding_exit.staff_exit_interview_management,institution,advanced,yes,Lifecycle,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Record exit interview feedback, clearance certificates from library/lab, and final settlement."
13 Compliance,Apr-Mar,HR & Payroll,hr,Employees,Onboarding & Exit,Staff Experience & Relieving Cards,hr.onboarding_exit.staff_experience_relieving_cards,institution,core,yes,Lifecycle,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Generate Relieving Letters, Experience Certificates, and Service Certificates upon exit."
13 Compliance,Apr-Mar,HR & Payroll,hr,Employees,Onboarding & Exit,Staff Onboarding & KYC Verification,hr.onboarding_exit.staff_onboarding_kyc_verification,institution,core,yes,Lifecycle,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Collect online employee onboarding forms, Aadhaar/PAN verification, and contract letters."
13 Compliance,Apr-Mar,HR & Payroll,hr,Employees,Onboarding & Exit,Teacher Relieving No-Deduction Clearance,hr.onboarding_exit.teacher_relieving_no_deduction_clearance,institution,core,yes,Lifecycle,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Verify digital clearance from Library, Science Labs, IT, and Finance prior to final salary settlement."
13 Compliance,Apr-Mar,HR & Payroll,hr,Employees,Onboarding & Exit,Teacher Transfer & Deputation,hr.onboarding_exit.teacher_transfer_deputation,institution,advanced,yes,Lifecycle,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Record inter-school transfers, deputations and the seniority list used by the state transfer counselling."
13 Compliance,Apr-Mar,HR & Payroll,hr,Payroll,Statutory,Contractor / Security Staff Bill Verification,hr.statutory.contractor_security_staff_bill_verification,institution,core,yes,Statutory,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,Verify outsourced security and cleaning vendor attendance invoices against gate biometric scans.
13 Compliance,Apr-Mar,HR & Payroll,hr,Payroll,Statutory,Form 12BB & Investment Declarations,hr.statutory.form_12bb_investment_declarations,institution,advanced,yes,Statutory,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Collect employee investment declarations with proofs, compute the resulting TDS relief and issue Form 12BB for the assessment year."
13 Compliance,Apr-Mar,HR & Payroll,hr,Payroll,Statutory,Income Tax & Form 16 Generator,hr.statutory.income_tax_form_16_generator,institution,advanced,yes,Statutory,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Manage investment proofs, compute annual income tax TDS, and generate Form 16."
13 Compliance,Apr-Mar,HR & Payroll,hr,Payroll,Statutory,PF & ESI Statutory Compliance,hr.statutory.pf_esi_statutory_compliance,institution,advanced,yes,Statutory,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Generate monthly Provident Fund (ECR) files, ESI returns, and statutory deduction registers."
13 Compliance,Apr-Mar,HR & Payroll,hr,Payroll,Statutory,Professional Tax (PT) Slab Configuration,hr.statutory.professional_tax_pt_slab_configuration,institution,advanced,yes,Statutory,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,Configure state-specific Professional Tax deduction slabs based on gross monthly salary ranges.
13 Compliance,Apr-Mar,HR & Payroll,hr,Payroll,Statutory,Staff Gratuity Liability Estimator,hr.statutory.staff_gratuity_liability_estimator,institution,advanced,yes,Statutory,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,Compute cumulative statutory gratuity liabilities for employees completing >5 years of continuous service.
13 Compliance,Apr-Mar,Institution Admin / Principal,institution_admin,Administration,Boards & Accreditation,Board Exam LOC Submission,institution_admin.boards_accreditation.board_exam_loc_submission,institution,core,yes,BoardLOC,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Prepare the Class X and XII List of Candidates, verify subject combinations and export in board format."
13 Compliance,Apr-Mar,Institution Admin / Principal,institution_admin,Administration,Boards & Accreditation,PARAKH & NEP Credit Framework,institution_admin.boards_accreditation.parakh_nep_credit_framework,institution,advanced,yes,HolisticCard,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,Configure NEP 2020 credit-based evaluation and PARAKH holistic assessment parameters.
13 Compliance,Apr-Mar,Institution Admin / Principal,institution_admin,Administration,Boards & Accreditation,SQAA Compliance Tracking,institution_admin.boards_accreditation.sqaa_compliance_tracking,institution,advanced,yes,SQAACompliance,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Track internal audit checklists, document evidence, and evaluate board compliance ratings."
13 Compliance,Apr-Mar,Institution Admin / Principal,institution_admin,Administration,Statutory Returns,APAAR ID Register,institution_admin.statutory_returns.apaar_id_register,institution,advanced,yes,UDISE,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Track APAAR ID issue status per student, pending Aadhaar consent and reconciliation exceptions."
13 Compliance,Apr-Mar,Institution Admin / Principal,institution_admin,Administration,Statutory Returns,Child Info Reconciliation,institution_admin.statutory_returns.child_info_reconciliation,institution,advanced,yes,ChildInfoReconciliation,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,Compare the school roll against the Telangana Child Info register and resolve mismatches before the state deadline.
13 Compliance,Apr-Mar,Institution Admin / Principal,institution_admin,Administration,Statutory Returns,Statutory Registers,institution_admin.statutory_returns.statutory_registers,institution,advanced,yes,UDISE,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Maintain admission and withdrawal registers, EWS/DG register and attendance registers in inspection format."
13 Compliance,Apr-Mar,Institution Admin / Principal,institution_admin,Administration,Statutory Returns,UDISE+ Return Preparation,institution_admin.statutory_returns.udise_return_preparation,institution,advanced,yes,UDISE,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Review the annual UDISE+ return, resolve validation errors and lock the submitted snapshot."
13 Compliance,Apr-Mar,Institution Admin / Principal,institution_admin,Administration,Statutory Returns,Working Days & Instructional Hours,institution_admin.statutory_returns.working_days_instructional_hours,institution,core,yes,WorkingDays,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,Track sanctioned working days and instructional hours against the state academic calendar.
13 Compliance,Apr-Mar,Super Admin,super_admin,Dashboard,Dashboard,Alerts,super_admin.dashboard.alerts,platform,core,yes,PlatformDashboard,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Only system-level issues needing action: failed integrations, payment reconciliation failures, inactive campus setup, security alerts."
13 Compliance,Apr-Mar,Super Admin,super_admin,Dashboard,Dashboard,All campuses summary,super_admin.dashboard.all_campuses_summary,platform,core,yes,PlatformDashboard,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"A small overall strip above/below campus cards: total campuses, total students, total fee collected, total outstanding. Keep this secondary to campus cards."
13 Compliance,Apr-Mar,Super Admin,super_admin,Dashboard,Dashboard,Campus cards,super_admin.dashboard.campus_cards,platform,core,yes,PlatformDashboard,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Show one card per campus instead of generic KPI boxes. Each campus card shows Campus Name, Total Students, Fee Collected, Outstanding Fee, with a View Campus action."
13 Compliance,Apr-Mar,Super Admin,super_admin,Dashboard,Dashboard,Central Admission Funnel KPI,super_admin.dashboard.central_admission_funnel_kpi,platform,core,yes,PlatformDashboard,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Admissions & Front Office,Accounts (invoices) and Faculty (teaches),Institution Admin,None,Enquiry -> application -> admitted -> enrolled -> invoiced -> on a register,,"Track total inquiries, applications, admissions finalized, and conversion rate across all campuses."
13 Compliance,Apr-Mar,Super Admin,super_admin,Dashboard,Dashboard,Executive System Alerts,super_admin.dashboard.executive_system_alerts,platform,core,yes,PlatformDashboard,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Display system-critical alerts including integration downtime, security breaches, and pending audits."
13 Compliance,Apr-Mar,Super Admin,super_admin,Dashboard,Dashboard,Global Attendance Heatmap,super_admin.dashboard.global_attendance_heatmap,platform,core,yes,PlatformDashboard,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Faculty (marks the register),"Parent, HR, Compliance",,Parent on absence (absence_alert),Faculty marks -> parent alerted if absent -> report card line and statutory return,,Monitor real-time student and staff attendance percentages across all campus locations.
