Status,Role,Workspace,Section,Feature,What it does,Data scope,Priority,Tier,Screen,Endpoints,Tested as,Checks passed,Also readable by,Verified against
Buildable now,Faculty / Teacher,Teaching,Teaching,Assignments & submissions,"Create assignments, review submissions, grade and add feedback.",Self + assigned classes/subjects,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,Teaching,Teaching,LMS Study Material Upload,"Upload PDF notes, audio recordings, video links, and presentation slides per subject chapter.",Assigned classes/subjects,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,Teaching,Teaching,Live Virtual Class Launcher,Schedule and launch Zoom/Google Meet virtual classes directly from the teacher portal.,Assigned classes/subjects,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,Teaching,Teaching,Study materials,"Notes, worksheets and reference material shared with the class.",Assigned classes/subjects,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Hostel,Boarder Laundry Tracking,"Log clothes sent to commercial laundry, track token numbers, and manage returns.",Assigned campus,Should-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Hostel,Hostel Visitor Log,"Record parent/relative visits to hostel premises, check-in time, and exit verification.",Assigned campus,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Hostel,Night Study Room Attendance,Track boarder attendance in mandatory evening/night supervised study halls.,Assigned campus,Must-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Hostel,Room Inventory Checklists,"Inspect room furniture, lights, and appliances upon student check-in and check-out.",Assigned campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Infirmary,Annual Health Checkup Records,"Record height, weight, BMI, vision test, and dental health scores from annual doctor camps.",Assigned campus,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Infirmary,Daily Nurse Visit Log,"Record infirmary visits, symptom observations, temperature, treatments, and resting duration.",Assigned campus,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Infirmary,Medication Admin Register,Log doctor-prescribed medication administered to boarders/day students during school hours.,Assigned campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Infirmary,School Health Programme Camps,"Record state school-health screening camps, referrals and follow-up treatment.",Assigned campus,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,School,Messages,Concerns & Grievance Ticketing,Raise academic or transport concerns and track resolution comments by school admin.,Specific student,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,School,Messages,Direct Teacher Messaging,Send structured query messages directly to class teacher during designated hours.,Specific student,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,School,Messages,Parent Community Discussion Forum,Participate in moderated class-level parent forums for event coordination.,Specific student,Should-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,School,Messages,Private Counselor Chat Channel,Encrypted communication link with school counselor for sensitive family/child updates.,Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,School,Campus Life,Digital Locker Combination & Access Log,Manage assigned physical hallway locker numbers and view digital access keycode history.,Specific student,Must-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,School,Campus Life,Lost & Found Item Board,Post missing items or report found items with photos on the digital lost-and-found board.,Specific student,Must-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,School,Campus Life,Lost & Found Photo Board with Claim Verification,View photos of lost items found on campus and submit digital claim proof to reclaim items.,Specific student,Must-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,School,Campus Life,Student Club Event Ticketing & QR Check-In,"Register for campus drama, music, or science events and generate QR-coded admission tickets.",Specific student,Must-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Academics,Exams & Results,APAAR ID & Academic Bank of Credits,View the APAAR ID and accumulated NEP credits in the Academic Bank of Credits.,Specific student,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Academics,Exams & Results,Academic record,"Current/previous grades, transcript/academic history when published.",Self only,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Academics,Exams & Results,Online Exam Attempt Engine,Attempt timed online objective/MCQ tests and view instant automated scoring.,Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Academics,Exams & Results,Target Grade Calculator,Interactive tool calculating required marks in final exams to achieve a desired overall GPA/Grade.,Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Collections,GST Compliant Receipt Numbering,"Configure gapless receipt series, GST treatment per fee head and financial-year reset rules.",Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Collections,POS Canteen Terminal Integration,"Manage daily canteen meal purchases, card swipes, diet restrictions, and wallet debits.",Assigned campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Collections,School Store & Merchandise Sales,"Sell uniforms, stationery, books, and track stock debits against student billing.",Assigned campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Concessions & Refunds,Government Reimbursement Claims,"Raise and track RTE and fee-reimbursement claims against the state, with sanction and receipt status.",Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Concessions & Refunds,NSP Scholarship Reconciliation,Track National Scholarship Portal and state scholarship disbursements against student ledgers.,Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Concessions & Refunds,Student Loan Assistance Portal,Initiate and track third-party NBFC/Bank education loan application workflows.,Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Reconciliation,Bank Reconciliation Statement (BRS),Reconcile internal cashbook entries against official bank statement passbooks.,Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Reconciliation,Connected Banking Payouts,Execute direct vendor payments and staff refund transfers directly from ERP via API.,Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Reconciliation,Student Bank Account Register,Maintain student bank account and IFSC details for scholarship and incentive direct benefit transfers.,Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,People,Hiring & Growth,Annual Performance Appraisal (KPI),"Set staff KPIs, collect peer/principal ratings, and process annual increment percentages.",Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,People,Hiring & Growth,Recruitment,"Openings, candidates, interviews and offers when ATS is enabled.",Assigned institution/campus employees,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,People,Hiring & Growth,Staff Training & Workshop Logs,"Log mandatory teacher professional development hours, workshops attended, and certs.",Assigned institution/campus,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,Attendance & Leave,Leave,Half-Day Leave Deduction Calculation,Auto-calculate half-day salary deductions when staff check out earlier than prescribed shift hours.,Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,Attendance & Leave,Leave,Late Arrival & Loss of Pay (LOP),Configure auto-deduction rules for late arrivals or unexcused absences leading to LOP.,Assigned institution/campus,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,Attendance & Leave,Leave,Leave Policy Configuration,"Define Casual Leave, Sick Leave, Earned Leave, Maternity Leave rules and carry-forward limits.",Assigned institution/campus,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,People,Welfare,Staff Birthday & Anniversary Alerts,Trigger automated birthday and work anniversary greetings across app and staff wall.,Assigned institution/campus,Should-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,People,Welfare,Staff Grievance Cell,Confidential ticketing channel for staff members to report workplace issues to management.,Assigned institution/campus,Should-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,People,Welfare,Staff Recognition & Wall,"Broadcast 'Teacher of the Month' awards, peer praises, and school achievements.",Assigned institution/campus,Should-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Reports,Analysis,Custom Report Builder,"Build custom drag-and-drop reports selecting desired data fields, filters, and export formats.",Assigned institution/campus,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Reports,Analysis,Department reports,"Attendance, workload, results, backlogs and department summary reports.",Assigned department only,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Reports,Analysis,Performance analytics,"Subject pass rate, semester trends, at-risk students and department performance.",Assigned department only,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Transport,Bus Speeding & Rash Driving Alerts,Receive immediate dashboard alerts if a driver exceeds pre-set campus speed limits.,Assigned campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Transport,Geo-fenced Bus Stop Alerts,Trigger automated proximity SMS/Push notifications to parents 5 minutes before bus arrives.,Assigned campus,Should-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Transport,Live vehicle tracking,"Where every bus is now, against the route it should be running.",Only assigned operational module/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,Transport,My Child's Bus,Live Bus Tracking Map,View real-time movement of child's bus on an interactive map with estimated time of arrival.,Specific student,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,Transport,My Child's Bus,School Transport Driver Call Button,Direct masked call connection to bus attendant/driver during bus transit hours.,Specific student,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,Transport,My Child's Bus,Transport snapshot,Bus route/stop/tracking only when transport module is enabled.,Linked child/children only,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Super Admin,Platform Setup,Campuses & Academic Year,Academic Calendar Model,Configure the June-April school year separately from the April-March financial year used for receipts.,All institutions / all campuses,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Super Admin,Platform Setup,Campuses & Academic Year,Franchise Management,"Centralized administrative oversight, asset sharing, and brand compliance for franchise chains.",All institutions / all campuses,Nice-to-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Super Admin,Platform Setup,Campuses & Academic Year,White-Label Branding,"Configure custom logos, domain names, color themes, login portal banners, and email header templates.",All institutions / all campuses,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Super Admin,Platform Setup,Payments & Devices,Meritto / LeadSquared Sync,"Map lead sources, counselor assignments, and multi-touch lead status sync with external CRMs.",All institutions / all campuses,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Super Admin,Platform Setup,Payments & Devices,Tally ERP / Prime Connector,"Configure ledger XML exports, cost-center mapping, and automated batch voucher sync.",All institutions / all campuses,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Super Admin,Platform Setup,Payments & Devices,Virtual Classroom Integration,"Connect Zoom, Google Meet, and Microsoft Teams tenant accounts for seamless live streaming.",All institutions / all campuses,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Accounting,Assets & Budget,Budgeting & Variance Analysis,Set annual departmental budgets and track real-time actual spend versus allocated budget.,Assigned institution/campus,Should-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Accounting,Assets & Budget,Fixed Asset Register & Depreciation,"Track capital assets with purchase value, useful life and location; compute straight-line or WDV depreciation and post the annual charge.",Assigned institution/campus finance scope,Should-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Accounting,Payables,Petty Cash Voucher Management,"Log daily cash expenses, upload paper receipts, and enforce petty cash limit approvals.",Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Accounting,Payables,Vendor Management & Accounts Payable,"Maintain vendor directory, log purchase bills, track due dates, and issue payment vouchers.",Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Reports,Reports,Daybook & Cashbook Reports,"Generate daily cashbook transactions, summary collections, and closing cash register.",Assigned institution/campus,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Reports,Reports,Taxation & Audit Reports,"Export GST summaries, TDS collection reports, and audited financial statements.",Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,Assessments,Assessment Schemes,CCE Formative Assessment Entry,"Record FA1 to FA4 formative marks out of 20 covering written work, project, slip test and participation.",Assigned classes/subjects,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,Assessments,Assessment Schemes,CCE Summative Assessment Entry,Record SA1 to SA3 summative marks out of 80 as per the state board CCE scheme.,Assigned classes/subjects,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,My Classes,My Classes,Language Subject Allocation,"Assign first, second and third language per student where the school offers Telugu, English, Urdu and Hindi.",Assigned classes/subjects,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,My Classes,My Classes,Student Portfolio Builder,"Upload student artwork, project photos, certificates, and audio files into digital portfolios.",Assigned classes/subjects,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,Assessments,Question Papers & Online Tests,Objective Online Test Creation,"Create auto-graded MCQ, True/False, and Fill-in-the-blank online tests with timers.",Assigned classes/subjects,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,Assessments,Question Papers & Online Tests,Question Bank Management,"Create objective/subjective question banks tagged by chapter, difficulty, and Bloom's level.",Assigned classes/subjects,Should-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,Employees,Records,Staff Service Book Digitalization,"Maintain complete service book history including promotion orders, transfers, and disciplinary actions.",Assigned institution/campus,Should-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,Employees,Records,Teacher Qualification Register,"Maintain B.Ed, D.El.Ed, TET and subject-competency records required by the board and for inspections.",Assigned institution/campus,Should-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,Employees,Verification,Medical Fitness Certificate Registry,"Track mandatory annual medical fitness clearances for food handlers, bus drivers, and nannies.",Assigned institution/campus,Should-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,Employees,Verification,Staff Criminal Background Verification,Upload and verify third-party police verification certificates for all teaching and non-teaching staff.,Assigned institution/campus,Should-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Administration,Boards & Accreditation,Board Exam LOC Submission,"Prepare the Class X and XII List of Candidates, verify subject combinations and export in board format.",Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Administration,Boards & Accreditation,SQAA Compliance Tracking,"Track internal audit checklists, document evidence, and evaluate board compliance ratings.",Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Communication,Communication,Parent Feedback & Grievance Hub,"Review escalated parent complaints, assign resolution owners, and track resolution SLA.",Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Communication,Communication,School Achievements Showcase,"Log awards, sports victories, academic honors, and publish them to parent/student portals.",Assigned institution/campus,Must-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Staff,Department,Department academics,"Programs, courses/subjects, batches/sections and department academic calendar.",Assigned department only,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Staff,Department,Department timetable,View class/faculty/room timetable and manage department substitutions within permission.,Assigned department only,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Finance,Fees,Fee Regulatory Committee Filing,Prepare the fee structure justification and supporting accounts required by the state fee regulator.,Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Finance,Fees,Fee overview,"Collection, outstanding, defaulters, discounts/scholarships summary; detailed accounting stays with Finance.",Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Administration,Statutory Returns,Child Info Reconciliation,Compare the school roll against the Telangana Child Info register and resolve mismatches before the state deadline.,Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Administration,Statutory Returns,Working Days & Instructional Hours,Track sanctioned working days and instructional hours against the state academic calendar.,Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,Fees,Fees,Child Daily Cafeteria Purchase Timeline,"View exact timestamped items, prices, and nutritional content bought by child in canteen.",Specific student,Should-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,Fees,Fees,Digital Fee Receipt PDF Download,Download official stamped PDF fee receipts directly to parent smartphone storage.,Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,Requests,Leave & Absence,Apply Student Leave,Submit digital student leave applications with reason and medical certificate attachments.,Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,Requests,Leave & Absence,Requests,Submit leave/permission/certificate/help requests on behalf of child where allowed.,Linked child/children only,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Seller Admin,Support,Support,Impersonation & Audit,"Act as a school's administrator to reproduce a fault, with every such session recorded and visible to that school.",All institutions / all campuses,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Seller Admin,Support,Support,Support Tickets,"Tickets raised by schools, with the tenant, severity, owner and time open.",All institutions / all campuses,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Seller Admin,Usage & Health,Usage & Health,Adoption Metrics,"Sign-ins, active users and transactions per school per week — the leading indicator of renewal.",All institutions / all campuses,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Seller Admin,Usage & Health,Usage & Health,Instance Health,"Error rates, queue depth and slow endpoints per tenant, so the vendor sees a problem before the school reports it.",All institutions / all campuses,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,School,Alumni,Alumni Job & Internship Board,Senior students access exclusive internship and entry-level job posts shared by alumni network.,Specific student,Nice-to-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,School,Alumni,Alumni Network Registration,Register for the official school alumni network upon passing out to stay connected with batchmates.,Specific student,Nice-to-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Home,Home,Custom Theme Selection,"Customize student portal appearance with dark mode, high-contrast mode, or color themes.",Specific student,Must-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Home,Home,Digital Diary & Schedule,"Track personal study schedules, project deadlines, and school calendar events.",Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Academics,Homework,Classmate Homework Help Forum,Moderated discussion board where students can post homework questions and share study hints.,Specific student,Must-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Academics,Homework,Classroom Note-Sharing Repository,"Peer-moderated repository where student notes, summaries, and revision guides are shared and upvoted.",Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,School,Notices & Calendar,Calendar,"Academic calendar, holidays, events and deadlines.",Self only,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,School,Notices & Calendar,Library Book Hold Request,Reserve available library books online for pickup at the start of the next school day.,Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Requests,Requests,Documents,"Access published certificates, receipts, report cards and permitted personal documents.",Self only,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Requests,Requests,Requests,"Leave, certificate, bonafide, ID card, add/drop or help request depending on institution type.",Self only,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,School,Wellbeing,Self-Referral to School Counselor,Discreet digital button allowing students to request a private chat or meeting with the counselor.,Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,School,Wellbeing,Wellness & Mood Check-In Widget,"Daily 5-second mood check-in allowing students to express how they feel (Happy, Stressed, Overwhelmed).",Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Super Admin,Platform Setup,Messaging,Automated Trigger Rules,"Set trigger conditions for instant automated notifications on absence, fee due, or bus delay.",All institutions / all campuses,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Super Admin,Platform Setup,Messaging,Email Server (SMTP) Integration,"Configure SMTP credentials, send grid settings, DKIM/SPF verification, and email dispatch logs.",All institutions / all campuses,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Accounting,Export,Tally Prime XML Export,"Export daybook vouchers, fee sales, and cash receipts in Tally-compatible XML format.",Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Fee Structure,Fee Structure Versioning,Version fee structures across academic years with mid-year revision and pro-rata recalculation.,Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Accounts & Finance,Fees,Student Dues,Late Fine Rules Engine,"Configure daily, fixed, or percentage-based late fee fines with grace period thresholds.",Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Admissions & Front Office,Admissions,Applications,Online Application Form Builder,Configure custom digital admission application forms with file upload rules and field validation.,Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Admissions & Front Office,Reports,Reports,Lost Lead Reason Analysis,"Record and analyze rejection/drop-out reasons (Fee too high, Distance, Selected other school).",Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,My Classes,Attendance,Offline Attendance & Diary Capture,"Mark attendance and write diary notes with no network, held on the device and synchronised automatically once a connection returns.",Assigned classes/subjects,Nice-to-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Faculty / Teacher,Teaching,Timetable,Substitution Request Submission,Request advance leave and propose peer faculty substitution for approval.,Assigned classes/subjects,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,Attendance & Leave,Attendance,Staff Shift & Rostering,"Configure morning, afternoon, or administrative staff shift timings and rotational rosters.",Assigned institution/campus,Should-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,HR & Payroll,Reports,Reports,HR reports,"Headcount, attendance, leave and payroll summaries.",Assigned institution/campus employees,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Staff,Evaluation,360 Evaluation Oversight,"Monitor teacher peer reviews, principal observations, and parent feedback ratings.",Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Home,Home,Today,Today's classes/exams/events and important announcements.,Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Administration,Mid-Day Meal,MDM Utilisation Report,"Reconcile meals served against enrolment and attendance, and generate the monthly utilisation return.",Assigned institution/campus,Must-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Reports,Standard,Fee Collection Summaries,"View real-time fee collection breakdown by class, payment mode, and outstanding aging.",Assigned institution/campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Institution Admin / Principal,Operations,Stores,Purchase Order Workflow,"Raise Purchase Requisitions, compare vendor quotes, issue POs, and record GRN receipts.",Assigned campus,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,My Child,Academics,IEP Progress Goal Tracker,View real-time progress bars towards child's specific IEP milestones and therapy goals.,Specific student,Should-Have,advanced,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Parent / Guardian,Transport,Alerts & Preferences,Parent Bus Proximity Radius Customizer,"Allow parents to set custom distance alerts (e.g., alert me when bus is 1 km or 500m away).",Specific student,Should-Have,optional,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
